ID,Account,Province,Region,Tender_Type,Offer_date,Start_date,End_date_including_extension,Length_of_contract_in_Months,Market,Tender_Standard_Unit_per_year,Winning_price_per_standard_unit,Molecule,Presentation,Winning_Product,Winning_Company,Competitor_with_2nd_Lowest_Price,Competitor_2nd_Lowest_Price_per_standard_unit,Competitor_with_3rd_Lowest_Price,Competitor_3rd_Lowest_Price_per_standard_unit,Competitor_with_4th_Lowest_Price,Competitor_4th_Lowest_Price_per_standard_unit,Competitor_with_5th_Lowest_Price,Competitor_5th_Lowest_Price_per_standard_unit,Competitor_with_6th_Lowest_Price,Competitor_6th_Lowest_Price_per_standard_unit,Competitor_with_7th_Lowest_Price,Competitor_7th_Lowest_Price_per_standard_unit,Competitor_with_8th_Lowest_Price,Competitor_8th_Lowest_Price_per_standard_unit,Competitor_with_9th_Lowest_Price,Competitor_9th_Lowest_Price_per_standard_unit,Competitor_with_10th_Lowest_Price,Competitor_10th_Lowest_Price_per_standard_unit
955,Account19,Provice5,Region1,Tender Type3,3-30-11 12:00 AM,18-05-2011,18-08-2012,48,Market3,25000,,Molecule3,Presentation11,,,Company3,1.45,Company6,1.65,Company5,1.67,Company1,1.69,Company9,1.812,Company4,1.97,Company8,2.5585,Company7,2.8,Company11,3
956,Account73,Provice28,Region18,Tender Type1,11-25-10 12:00 AM,31-05-2011,30-05-2014,36,Market3,36335,1.57,Molecule3,Presentation11,Product27,Company6,Company6,1.5841,Company4,1.62999,Company3,1.77998,Company5,1.79998,Company9,3.76393,Company11,4.44996,,,,,,
965,Account109,Provice8,Region7,Tender Type1,7-25-11 12:00 AM,12-01-2012,11-12-2014,24,Market3,190899,,Molecule3,Presentation11,,,Company7,1.2,Company5,1.23,Company9,1.2782,Company3,1.29,,,,,,,,,,
969,Account5,Provice36,Region1,Tender Type1,11-25-11 12:00 PM,07-05-2012,30-10-2015,36,Market3,7000,1,Molecule3,Presentation11,Product31,Company10,Company5,1.13,Company6,1.27,Company3,1.35,Company4,1.39,,,,,,,,,,
970,Account109,Provice8,Region7,Tender Type1,12-13-12 12:00 PM,26-10-2012,31-12-2014,15,Market3,190899,0.87004,Molecule3,Presentation11,Product31,Company10,Company3,0.87,Company5,0.9599,,,,,,,,,,,,,,
974,Account19,Provice5,Region1,Tender Type3,10-11-2012 00:00,28-10-2012,28-10-2014,31,Market3,26076,0.98,Molecule3,Presentation11,Product29,Company3,Company3,0.974,Company12,0.978,Company4,1.15,Company6,1.48,Company8,1.53,Company1,1.65,Company9,5.14049,,,,
981,Account27,Provice14,Region12,Tender Type3,12-07-2012 00:00,01-02-2013,31-01-2015,24,Market3,13208,0.87004,Molecule3,Presentation11,Product31,Company10,Company3,0.928,Company5,0.999,Company1,1.19,Company6,1.48,,,,,,,,,,
986,Account76,Provice49,Region3,Tender Type3,2-21-13 5:00 PM,20-05-2013,28-02-2017,36,Market3,4126,0.885,Molecule3,Presentation11,Product31,Company10,Company5,0.92,Company3,0.95,Company6,0.97,Company4,0.985,,,,,,,,,,
988,Account108,Provice4,Region4,Tender Type3,10-08-2013 12:00,01-01-2014,31-12-2016,36,Market3,90000,1.1,Molecule3,Presentation11,Product30,Company9,Company12,0.87,Company3,0.944,Company4,1.07,Company5,1.1,,,,,,,,,,
991,Account31,Provice20,Region17,Tender Type3,2-21-14 12:00 PM,30-05-2014,29-11-2016,24,Market3,77718,0.845,Molecule3,Presentation11,Product31,Company10,Company3,0.914,Company4,1.06,Company5,1.1,,,,,,,,,,,,
995,Account73,Provice28,Region18,Tender Type3,02-04-2014 12:00,06-06-2014,05-02-2017,26,Market3,23116,0.882,Molecule3,Presentation11,Product31,Company10,Company3,0.978,Company6,1.066,Company4,1.09,,,,,,,,,,,,
998,Account95,Provice21,Region6,Tender Type3,3-31-14 12:00 AM,01-11-2014,31-10-2016,24,Market3,57972,0.875,Molecule3,Presentation11,Product31,Company10,Company3,0.908,Company4,0.96,Company5,1.45,Company1,1.79,,,,,,,,,,
1003,Account23,Provice22,Region5,Tender Type3,7-30-13 12:00 PM,12-01-2015,12-07-2018,36,Market3,10550,0.948,Molecule3,Presentation11,Product31,Company10,Company3,0.988,Company4,1.15,Company5,1.249,Company1,1.416,Company6,1.65455,Company9,1.9994,,,,,,
1008,Account27,Provice14,Region12,Tender Type3,7-30-14 12:00 PM,12-02-2015,31-10-2017,36,Market3,57777,1,Molecule3,Presentation11,Product30,Company9,Company3,0.934,Company4,1.009,Company5,1.15,,,,,,,,,,,,
1013,Account112,Provice2,Region2,Tender Type3,3-17-15 12:00 AM,06-04-2015,05-04-2016,9,Market3,206548,1.26546,Molecule3,Presentation11,Product30,Company9,Company5,1.387,Company4,1.47,Company1,1.54,Company3,2,,,,,,,,,,
1019,Account19,Provice5,Region1,Tender Type3,4-23-15 12:00 PM,31-05-2015,31-05-2016,12,Market3,2006,0.94,Molecule3,Presentation11,Product31,Company10,Company4,1.18,Company1,1.55,Company6,1.65455,Company5,1.68,Company3,2.7,Company9,4.75,,,,,,
1023,Account33,Provice1,Region1,Tender Type3,06-05-2015 17:00,06-06-2015,05-12-2018,36,Market3,3506,1.39,Molecule3,Presentation11,Product29,Company3,Company8,1.9,Company3,2,Company1,4.87151,Company9,5.3767,,,,,,,,,,
1024,Account15,Provice10,Region9,Tender Type1,2-15-10 12:00 PM,01-03-2010,29-09-2012,24,Market4,56750,5,Molecule4,Presentation12,Product32,Company12,Company15,24.28,,,,,,,,,,,,,,,,
1025,Account14,Provice1,Region1,Tender Type2,6-18-10 12:00 AM,01-05-2010,30-04-2014,36,Market4,10500,19.98,Molecule4,Presentation12,Product32,Company12,,,,,,,,,,,,,,,,,,
1026,Account107,Provice19,Region16,Tender Type1,4-30-10 12:00 PM,30-07-2010,29-07-2014,36,Market4,45950,23.69,Molecule4,Presentation12,Product32,Company12,Company15,23.85,,,,,,,,,,,,,,,,
1027,Account20,Provice25,Region1,Tender Type4,4-16-10 12:00 PM,01-09-2010,28-02-2015,48,Market4,38600,24.87,Molecule4,Presentation12,Product32,Company12,,,,,,,,,,,,,,,,,,
1028,Account64,Provice3,Region3,Tender Type1,5-18-10 12:00 PM,29-09-2010,30-06-2014,36,Market4,66757,23.89012,Molecule4,Presentation12,Product33,Company13,Company16,23.95012,,,,,,,,,,,,,,,,
1029,Account94,Provice47,Region6,Tender Type1,08-02-2010 12:00,01-10-2010,30-06-2014,36,Market4,79659,17.96,Molecule4,Presentation12,Product32,Company12,Company15,17.99,,,,,,,,,,,,,,,,
1030,Account9,Provice33,Region1,Tender Type1,5-24-10 12:00 PM,01-11-2010,30-04-2014,36,Market4,19950,20.89,Molecule4,Presentation12,Product32,Company12,Company15,23.12,,,,,,,,,,,,,,,,
1031,Account57,Provice23,Region10,Tender Type1,03-11-2010 12:00,01-12-2010,30-11-2014,36,Market4,9040,23.9,Molecule4,Presentation12,Product32,Company12,Company15,24,,,,,,,,,,,,,,,,
1032,Account104,Provice1,Region1,Tender Type1,04-07-2010 12:00,16-12-2010,16-06-2012,12,Market4,243600,,Molecule4,Presentation12,,,Company15,24.87,,,,,,,,,,,,,,,,
1033,Account24,Provice52,Region2,Tender Type4,11-24-10 12:00 AM,31-12-2010,30-06-2011,6,Market4,11000,20.2,Molecule4,Presentation12,Product32,Company12,Company15,20.85,,,,,,,,,,,,,,,,
1034,Account27,Provice14,Region12,Tender Type1,10-07-2010 00:00,01-02-2011,31-01-2015,36,Market4,62617,20.6,Molecule4,Presentation12,Product32,Company12,Company15,20.72,,,,,,,,,,,,,,,,
1035,Account101,Provice3,Region3,Tender Type1,2-14-11 12:00 PM,01-03-2011,28-06-2014,36,Market4,800,14.90563,Molecule4,Presentation12,Product33,Company13,Company16,23.8,,,,,,,,,,,,,,,,
1036,Account20,Provice25,Region1,Tender Type4,11-29-10 12:00 PM,01-04-2011,30-09-2015,48,Market4,38600,18,Molecule4,Presentation12,Product32,Company12,,,,,,,,,,,,,,,,,,
1037,Account19,Provice5,Region1,Tender Type3,3-30-11 12:00 AM,18-05-2011,18-08-2012,48,Market4,22200,21.5,Molecule4,Presentation12,Product33,Company13,Company16,21.95,,,,,,,,,,,,,,,,
1038,Account73,Provice28,Region18,Tender Type1,11-25-10 12:00 AM,31-05-2011,30-05-2014,36,Market4,11323,23.8,Molecule4,Presentation12,Product32,Company12,Company15,23.9,,,,,,,,,,,,,,,,
1040,Account98,Provice3,Region3,Tender Type1,05-11-2011 13:00,01-06-2011,31-05-2014,36,Market4,7000,,Molecule4,Presentation12,,,Company16,19.6,Company15,19.75,,,,,,,,,,,,,,
1041,Account32,Provice1,Region1,Tender Type1,01-10-2011 12:00,29-06-2011,28-12-2014,36,Market4,615,20,Molecule4,Presentation12,Product32,Company12,Company15,20.09,,,,,,,,,,,,,,,,
1042,Account80,Provice24,Region1,Tender Type1,05-03-2011 12:00,01-07-2011,30-06-2014,36,Market4,200,20.15,Molecule4,Presentation12,Product32,Company12,Company15,21,,,,,,,,,,,,,,,,
1043,Account111,Provice15,Region13,Tender Type2,9-30-11 12:00 PM,29-09-2011,28-02-2012,5,Market4,105722,2.11,Molecule4,Presentation12,Product34,Company7,Company1,2.889,Company17,3.58,,,,,,,,,,,,,,
1045,Account74,Provice6,Region5,Tender Type1,1-21-11 1:00 PM,31-10-2011,30-04-2014,36,Market4,36000,9.5,Molecule4,Presentation12,Product33,Company13,Company16,13.5,,,,,,,,,,,,,,,,
1046,Account94,Provice47,Region6,Tender Type4,11-14-11 12:00 AM,01-11-2011,31-12-2012,14,Market4,60857,0.89,Molecule4,Presentation12,Product34,Company7,Company1,1.19,Company6,1.93,Company18,2.07,,,,,,,,,,,,
1053,Account98,Provice3,Region3,Tender Type4,11-17-11 12:00 AM,09-11-2011,08-05-2012,6,Market4,8000,1.45,Molecule4,Presentation12,Product35,Company6,Company1,1.45,Company6,2.05,Company18,2.75,Company17,3.7275,,,,,,,,,,
1054,Account2,Provice53,Region1,Tender Type1,8-30-11 5:00 PM,01-01-2012,30-11-2016,48,Market4,4000,4.49878,Molecule4,Presentation12,Product35,Company6,Company6,7.5,Company17,11,,,,,,,,,,,,,,
1057,Account61,Provice25,Region1,Tender Type4,9-13-11 12:00 AM,01-01-2012,31-12-2013,24,Market4,2700,3.79,Molecule4,Presentation12,Product34,Company7,Company1,4.69,Company17,4.8,Company15,5.6,Company18,5.75,Company6,5.84,Company16,5.9,,,,,,
1065,Account64,Provice3,Region3,Tender Type4,12-23-11 9:00 AM,01-01-2012,30-06-2013,12,Market4,66757,0.8,Molecule4,Presentation12,Product36,Company14,Company11,1.17,Company1,1.45,Company6,1.69,Company18,2.22,Company15,3,Company16,3.72,Company17,3.7275,,,,
1072,Account92,Provice20,Region17,Tender Type4,11-09-2011 12:00,01-01-2012,28-02-2014,24,Market4,6000,1.38,Molecule4,Presentation12,Product34,Company7,Company19,1.73,Company6,1.94,Company1,2.37998,Company18,2.42,Company15,3.5,Company16,5,,,,,,
1075,Account95,Provice21,Region6,Tender Type1,12-12-2011 13:00,01-01-2012,30-09-2013,12,Market4,42114,0.764,Molecule4,Presentation12,Product34,Company7,,,,,,,,,,,,,,,,,,
1080,Account108,Provice4,Region4,Tender Type1,2-15-12 12:00 PM,01-01-2012,30-11-2013,20,Market4,100000,0.59988,Molecule4,Presentation12,Product35,Company6,Company19,0.7,Company3,0.764,Company11,1.39,Company6,1.85,Company18,1.985,Company15,3,Company16,3.45899,Company17,3.7275,,
1089,Account112,Provice2,Region2,Tender Type3,10-26-11 12:00 PM,01-01-2012,01-01-2013,12,Market4,207900,1.0949,Molecule4,Presentation12,Product34,Company7,Company1,1.48999,Company19,1.65,Company6,1.94,Company17,3.0135,Company16,3.465,Company15,5,,,,,,
1091,Account53,Provice9,Region8,Tender Type1,10-31-11 12:00 PM,01-03-2012,01-07-2016,48,Market4,7898,0.87,Molecule4,Presentation12,Product34,Company7,Company1,1.45,Company6,1.84,Company17,3.0135,Company16,4.5,Company15,4.6,,,,,,,,
1097,Account15,Provice10,Region9,Tender Type1,4-30-12 12:00 PM,01-04-2012,31-05-2014,24,Market4,51301,0.647,Molecule4,Presentation12,Product35,Company6,Company3,0.689,Company19,0.71,Company6,1.48,Company18,2.09,Company15,3,Company17,3.0135,Company16,4,,,,
1102,Account96,Provice7,Region6,Tender Type2,04-10-2012 13:00,01-04-2012,31-12-2014,33,Market4,30279,0.69,Molecule4,Presentation12,Product34,Company7,Company1,0.69499,Company19,0.71,Company17,2.99,Company6,2.997,,,,,,,,,,
1109,Account25,Provice11,Region10,Tender Type1,4-30-12 12:00 AM,29-04-2012,28-04-2013,12,Market4,4500,0.73,Molecule4,Presentation12,Product34,Company7,Company19,0.8,Company1,1.2,Company6,1.91,Company15,3,Company18,3.55,Company16,4,Company17,,,,,
1113,Account98,Provice3,Region3,Tender Type4,04-02-2012 00:00,01-05-2012,30-04-2015,36,Market4,8000,0.62,Molecule4,Presentation12,Product35,Company6,,,,,,,,,,,,,,,,,,
1121,Account5,Provice36,Region1,Tender Type1,11-25-11 12:00 PM,07-05-2012,30-10-2015,36,Market4,8460,1.05,Molecule4,Presentation12,Product36,Company14,Company11,1.35,Company6,1.88,Company3,1.894,Company18,2.444,Company17,3.7275,Company16,3.79,Company15,3.79,Company1,4.49878,,
1123,Account34,Provice42,Region19,Tender Type1,9-28-11 12:00 PM,07-05-2012,06-11-2015,36,Market4,47431,1.283,Molecule4,Presentation12,Product34,Company7,Company1,1.48999,Company19,1.73,Company18,2.09923,Company6,2.78,Company16,3.465,Company17,3.58,Company15,5.2,,,,
1130,Account79,Provice12,Region11,Tender Type3,7-16-12 3:00 PM,01-08-2012,31-08-2016,48,Market4,5300,0.56,Molecule4,Presentation12,Product35,Company6,Company3,0.64,Company18,0.6439,Company19,0.8,Company15,3,Company16,4,,,,,,,,
1134,Account111,Provice15,Region13,Tender Type3,07-10-2012 00:00,01-08-2012,01-08-2016,48,Market4,220600,0.429,Molecule4,Presentation12,Product35,Company6,Company18,0.5321,Company3,0.59,Company19,0.65,Company16,4,,,,,,,,,,
1139,Account83,Provice13,Region10,Tender Type3,7-20-12 12:00 AM,01-09-2012,30-09-2016,48,Market4,24100,0.6,Molecule4,Presentation12,Product35,Company6,Company3,0.63,Company19,0.65,Company17,2.6145,Company15,3,Company16,3.55,,,,,,,,
1147,Account22,Provice20,Region17,Tender Type1,5-16-12 12:00 PM,01-10-2012,30-09-2014,24,Market4,57584,0.674,Molecule4,Presentation12,Product34,Company7,Company19,0.68,Company1,0.88889,Company6,1.77,Company18,2.8,Company17,3.0135,Company16,3.4,Company11,,Company15,,,
1153,Account27,Provice14,Region12,Tender Type1,09-04-2012 00:00,01-10-2012,31-10-2015,36,Market4,33921,0.49,Molecule4,Presentation12,Product37,Company14,Company3,0.583,Company1,0.612,Company18,0.6523,Company15,3,Company16,3.8,,,,,,,,
1162,Account19,Provice5,Region1,Tender Type3,10-11-2012 00:00,28-10-2012,28-02-2014,31,Market4,24024,0.45,Molecule4,Presentation12,Product35,Company6,Company6,1.66,Company17,2.6145,Company15,3,Company16,4,,,,,,,,,,
1165,Account57,Provice23,Region10,Tender Type4,7-20-12 12:00 PM,01-11-2012,31-10-2013,12,Market4,7500,0.67,Molecule4,Presentation12,Product36,Company14,Company1,0.94,Company6,2,Company17,2.6145,,,,,,,,,,,,
1169,Account112,Provice2,Region2,Tender Type3,12-03-2012 11:00,07-12-2012,07-12-2013,12,Market4,141400,0.56,Molecule4,Presentation12,Product37,Company14,Company3,0.618,Company16,6,,,,,,,,,,,,,,
1172,Account27,Provice14,Region12,Tender Type3,12-07-2012 00:00,01-02-2013,31-01-2015,24,Market4,27786,0.6,Molecule4,Presentation12,Product37,Company14,Company3,0.607,Company18,3.456,Company16,4,,,,,,,,,,,,
1176,Account58,Provice1,Region1,Tender Type4,12-18-12 12:00 PM,01-02-2013,31-01-2014,12,Market4,740,1.58,Molecule4,Presentation12,Product35,Company6,Company3,1.6,Company6,1.88,Company16,4.1,Company17,13.7,Company15,14.657,,,,,,,,
1181,Account73,Provice28,Region18,Tender Type3,10-16-12 12:00 AM,20-02-2013,28-08-2016,36,Market4,18150,0.58,Molecule4,Presentation12,Product35,Company6,Company3,0.74,Company6,1.66,Company17,2.6145,Company15,3,Company18,3.421,Company16,4,,,,,,
1185,Account107,Provice19,Region16,Tender Type3,2-14-13 12:00 PM,01-03-2013,28-08-2014,12,Market4,45950,0.678,Molecule4,Presentation12,Product38,Company7,Company19,0.78,,,,,,,,,,,,,,,,
1188,Account11,Provice1,Region1,Tender Type1,4-30-13 12:00 AM,01-05-2013,30-11-2017,48,Market4,49176,0.718,Molecule4,Presentation12,Product38,Company7,Company19,0.78,Company18,0.88543,Company6,0.959,Company16,,,,,,,,,,,
1190,Account76,Provice49,Region3,Tender Type3,2-21-13 5:00 PM,20-05-2013,28-02-2017,36,Market4,167964,0.594,Molecule4,Presentation12,Product38,Company7,Company19,0.77,,,,,,,,,,,,,,,,
1191,Account43,Provice43,Region20,Tender Type1,4-29-13 5:00 PM,01-06-2013,31-05-2016,36,Market4,58353,0.7,Molecule4,Presentation12,Product37,Company14,Company3,0.79,,,,,,,,,,,,,,,,
1196,Account49,Provice16,Region14,Tender Type1,4-18-12 4:00 PM,06-06-2013,30-11-2014,24,Market4,15618,0.699,Molecule4,Presentation12,Product34,Company7,Company19,0.75,Company1,0.765,Company6,1.49,Company11,1.75,Company18,2.7,Company15,3,Company16,3.6,Company17,3.7275,,
1201,Account27,Provice14,Region12,Tender Type3,04-10-2013 12:00,21-06-2013,30-06-2017,48,Market4,39803,0.594,Molecule4,Presentation12,Product38,Company7,Company19,0.75,Company16,23.63045,,,,,,,,,,,,,,
1203,Account94,Provice47,Region6,Tender Type1,5-20-13 12:00 PM,01-07-2013,30-06-2014,6,Market4,41646,0.69,Molecule4,Presentation12,Product38,Company7,Company1,2.07,Company16,4,,,,,,,,,,,,,,
1204,Account115,Provice54,Region7,Tender Type3,07-10-2013 16:00,01-07-2013,30-12-2015,24,Market4,15000,0.674,Molecule4,Presentation12,Product38,Company7,,,,,,,,,,,,,,,,,,
1206,Account111,Provice15,Region13,Tender Type3,10-15-13 11:00 AM,01-11-2013,31-10-2014,12,Market4,102376,0.689,Molecule4,Presentation12,Product38,Company7,Company19,0.695,Company15,3,Company16,4,,,,,,,,,,,,
1208,Account82,Provice44,Region5,Tender Type2,7-17-13 10:00 AM,30-11-2013,31-05-2014,6,Market4,12600,0.689,Molecule4,Presentation12,Product34,Company7,,,,,,,,,,,,,,,,,,
1209,Account58,Provice1,Region1,Tender Type4,12-12-2013 12:00,01-02-2014,31-01-2015,12,Market4,639,1,Molecule4,Presentation12,Product38,Company7,,,,,,,,,,,,,,,,,,
1211,Account28,Provice17,Region15,Tender Type3,11-12-2013 12:00,21-02-2014,20-02-2018,48,Market4,20071,0.68,Molecule4,Presentation12,Product37,Company14,Company3,0.734,Company15,3,Company16,4,,,,,,,,,,,,
1214,Account28,Provice17,Region15,Tender Type3,11-12-2013 12:00,21-02-2014,20-02-2018,48,Market4,10000,0.734,Molecule4,Presentation12,Product38,Company7,Company6,2.07,Company1,13.66566,,,,,,,,,,,,,,
1215,Account84,Provice18,Region5,Tender Type3,6-18-13 12:00 PM,12-03-2014,12-09-2017,36,Market4,62017,0.684,Molecule4,Presentation12,Product38,Company7,Company19,0.745,,,,,,,,,,,,,,,,
1217,Account59,Provice27,Region1,Tender Type1,03-01-2012 16:00,01-04-2014,30-01-2016,36,Market4,9000,0.7,Molecule4,Presentation12,Product36,Company14,Company1,0.73,Company3,0.748,Company6,1.42,Company1,1.48789,Company11,1.85,Company18,2.56,Company15,3,Company17,3.72,Company16,4.5
1226,Account112,Provice2,Region2,Tender Type3,3-19-14 11:00 AM,01-04-2014,31-03-2015,9,Market4,148033,0.663,Molecule4,Presentation12,Product38,Company7,Company19,0.85,Company18,0.99,Company16,4,,,,,,,,,,,,
1228,Account107,Provice19,Region16,Tender Type1,1-31-14 12:00 PM,01-05-2014,30-04-2017,36,Market4,62870,0.689,Molecule4,Presentation12,Product34,Company7,Company16,,Company1,,,,,,,,,,,,,,,
1231,Account70,Provice39,Region14,Tender Type3,2-19-14 12:00 PM,12-05-2014,12-05-2017,36,Market4,15500,0.699,Molecule4,Presentation12,Product34,Company7,Company19,0.89,Company18,0.93,,,,,,,,,,,,,,
1233,Account29,Provice1,Region1,Tender Type1,04-12-2013 18:00,15-08-2014,14-02-2016,12,Market4,82001,0.594,Molecule4,Presentation12,Product38,Company7,Company19,0.78,Company16,4,,,,,,,,,,,,,,
1234,Account29,Provice1,Region1,Tender Type1,04-12-2013 18:00,15-08-2014,14-02-2016,12,Market4,88820,0.594,Molecule4,Presentation12,Product38,Company7,Company19,0.78,Company18,0.9291,,,,,,,,,,,,,,
1236,Account68,Provice23,Region10,Tender Type2,7-21-14 1:00 PM,01-09-2014,31-08-2016,24,Market4,6500,0.785,Molecule4,Presentation12,Product38,Company7,Company19,0.85,Company15,3,,,,,,,,,,,,,,
1240,Account95,Provice21,Region6,Tender Type3,3-31-14 12:00 AM,01-11-2014,31-10-2016,24,Market4,131297,0.652,Molecule4,Presentation12,Product38,Company7,Company19,0.85,Company15,3,Company16,5,Company1,10.27727,,,,,,,,,,
1243,Account112,Provice2,Region2,Tender Type3,11-20-14 12:00 AM,01-01-2015,31-03-2016,12,Market4,148033,0.64,Molecule4,Presentation12,Product36,Company14,Company3,0.657,Company16,23.63045,,,,,,,,,,,,,,
1244,Account111,Provice15,Region13,Tender Type3,12-09-2014 00:00,07-01-2015,06-11-2016,22,Market4,156912,0.624,Molecule4,Presentation12,Product38,Company7,Company16,4,,,,,,,,,,,,,,,,
1247,Account23,Provice22,Region5,Tender Type3,7-30-13 12:00 PM,12-01-2015,12-07-2018,36,Market4,50000,0.728,Molecule4,Presentation12,Product38,Company7,Company19,0.88,Company1,1.53,Company15,3,Company16,4,,,,,,,,,,
1250,Account27,Provice14,Region12,Tender Type3,7-30-14 12:00 PM,12-02-2015,31-10-2017,36,Market4,69350,0.653,Molecule4,Presentation12,Product38,Company7,Company19,0.75,Company20,0.8456,Company15,3,Company16,4,,,,,,,,,,
1253,Account91,Provice10,Region9,Tender Type3,12-17-14 12:00 AM,24-02-2015,30-03-2018,36,Market4,49782,0.624,Molecule4,Presentation12,Product38,Company7,Company19,0.679,,,,,,,,,,,,,,,,
1256,Account109,Provice8,Region7,Tender Type1,1-30-15 12:00 AM,16-03-2015,15-09-2017,24,Market4,209293,0.639,Molecule4,Presentation12,Product37,Company14,Company3,1.5,Company16,4,Company15,5.83,,,,,,,,,,,,
1257,Account102,Provice24,Region1,Tender Type4,3-20-15 12:00 PM,29-04-2015,28-04-2019,36,Market4,27,2,Molecule4,Presentation12,Product34,Company7,,,,,,,,,,,,,,,,,,
1263,Account19,Provice5,Region1,Tender Type3,4-23-15 12:00 PM,31-05-2015,31-05-2016,12,Market4,22029,0.85,Molecule4,Presentation12,Product37,Company14,Company3,1.05,Company6,1.66567,Company21,1.8,Company16,5.95,Company1,13.69839,Company15,23.62809,,,,,,
1264,Account66,Provice4,Region4,Tender Type1,4-16-15 12:00 PM,01-06-2015,31-12-2016,19,Market4,6315,0.89,Molecule4,Presentation12,Product36,Company14,Company3,1,Company21,2.2,,,,,,,,,,,,,,
1267,Account33,Provice1,Region1,Tender Type3,06-05-2015 17:00,06-06-2015,05-12-2018,36,Market4,1074,0.85,Molecule4,Presentation12,Product36,Company14,Company3,1.5,Company16,5.2,,,,,,,,,,,,,,
1268,Account99,Provice4,Region4,Tender Type3,5-14-15 12:00 PM,15-06-2015,14-06-2017,24,Market4,10800,0.75,Molecule4,Presentation12,Product36,Company14,Company3,0.765,,,,,,,,,,,,,,,,
1269,Account58,Provice1,Region1,Tender Type4,04-08-2015 10:00,01-07-2015,30-06-2017,12,Market4,645,0.985,Molecule4,Presentation12,Product34,Company7,,,,,,,,,,,,,,,,,,
1271,Account20,Provice25,Region1,Tender Type3,05-11-2015 15:00,01-01-2016,30-06-2020,48,Market4,226048,0.84,Molecule4,Presentation12,Product36,Company14,Company3,1.01,Company16,5.5,Company15,6,,,,,,,,,,,,
1273,Account15,Provice10,Region9,Tender Type1,2-15-10 12:00 PM,01-03-2010,29-09-2012,24,Market4,5000,1.54,Molecule4,Presentation13,Product39,Company13,Company16,1.59,,,,,,,,,,,,,,,,
1274,Account107,Provice19,Region16,Tender Type1,4-30-10 12:00 PM,30-07-2010,29-07-2014,36,Market4,7000,1.46,Molecule4,Presentation13,Product39,Company13,Company16,,,,,,,,,,,,,,,,,
1275,Account64,Provice3,Region3,Tender Type1,5-18-10 12:00 PM,29-09-2010,30-06-2014,36,Market4,11028,1.44996,Molecule4,Presentation13,Product40,Company12,Company15,1.52995,,,,,,,,,,,,,,,,
1276,Account94,Provice47,Region6,Tender Type1,08-02-2010 12:00,01-10-2010,30-06-2014,36,Market4,9105,1.31,Molecule4,Presentation13,Product40,Company12,Company15,1.34,,,,,,,,,,,,,,,,
1277,Account104,Provice1,Region1,Tender Type1,04-07-2010 12:00,16-12-2010,16-06-2012,12,Market4,10700,,Molecule4,Presentation13,,,Company15,1.6891,,,,,,,,,,,,,,,,
1278,Account73,Provice28,Region18,Tender Type1,11-25-10 12:00 AM,31-05-2011,30-05-2014,36,Market4,285,1.48184,Molecule4,Presentation13,Product39,Company13,Company16,1.50187,,,,,,,,,,,,,,,,
1279,Account32,Provice1,Region1,Tender Type1,01-10-2011 12:00,29-06-2011,28-12-2014,36,Market4,2290,1.35,Molecule4,Presentation13,Product40,Company12,Company15,1.49,,,,,,,,,,,,,,,,
1282,Account64,Provice3,Region3,Tender Type4,12-23-11 9:00 AM,01-01-2012,30-06-2013,12,Market4,11027,0.09,Molecule4,Presentation13,Product41,Company6,Company22,0.12764,Company16,0.216,Company8,0.25,Company17,0.2625,Company15,0.3,Company6,0.352,,,,,,
1286,Account95,Provice21,Region6,Tender Type1,12-12-2011 13:00,01-01-2012,30-09-2013,12,Market4,5520,0.1212,Molecule4,Presentation13,Product41,Company6,,,,,,,,,,,,,,,,,,
1288,Account112,Provice2,Region2,Tender Type3,10-26-11 12:00 PM,01-01-2012,01-01-2013,12,Market4,500,0.14182,Molecule4,Presentation13,Product42,Company15,Company17,0.168,Company8,0.213,Company16,0.23,Company15,0.3,Company23,0.325,Company6,0.36,Company1,0.47261,,,,
1294,Account109,Provice8,Region7,Tender Type1,7-25-11 12:00 AM,12-01-2012,11-12-2014,24,Market4,3575,0.25,Molecule4,Presentation13,Product40,Company12,Company1,0.26,Company17,0.28,Company23,0.35,Company15,0.7,,,,,,,,,,
1300,Account15,Provice10,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market4,6125,0.09,Molecule4,Presentation13,Product41,Company6,Company22,0.10636,Company8,0.213,Company16,0.216,Company17,0.2625,Company15,0.3,Company6,0.416,,,,,,
1306,Account52,Provice26,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market4,230,0.09,Molecule4,Presentation13,Product41,Company6,Company22,0.10636,Company8,0.213,Company16,0.216,Company17,0.2625,Company15,0.3,Company6,0.416,,,,,,
1311,Account96,Provice7,Region6,Tender Type2,3-15-12 12:00 AM,01-04-2012,31-10-2015,36,Market4,10092,0.08801,Molecule4,Presentation13,Product41,Company6,Company24,0.21003,Company15,0.30001,Company17,0.37001,Company16,0.37996,Company8,0.37996,,,,,,,,
1315,Account88,Provice4,Region4,Tender Type1,12-07-2011 12:00,03-04-2012,03-10-2014,24,Market4,900,0.0902,Molecule4,Presentation13,Product41,Company6,Company22,0.14182,Company17,0.2625,Company8,0.416,,,,,,,,,,,,
